Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,Value
2011,на 1000 родившихся,,,,,,,11.12
2012,на 1000 родившихся,,,,,,,15.22
2013,на 1000 родившихся,,,,,,,11.59
2014,на 1000 родившихся,,,,,,,10.68
2015,на 1000 родившихся,,,,,,,9.23
2016,на 1000 родившихся,,,,,,,8.52
2017,на 1000 родившихся,,,,,,,6.44
2018,на 1000 родившихся,,,,,,,9.06
2010,на 1000 родившихся,,,,,,,15.73
2011,на 1000 родившихся,,,,,,,14.12
2012,на 1000 родившихся,,,,,,,12.36
2013,на 1000 родившихся,,,,,,,9.8
2014,на 1000 родившихся,,,,,,,8.09
2015,на 1000 родившихся,,,,,,,8.63
2016,на 1000 родившихся,,,,,,,8.4
2017,на 1000 родившихся,,,,,,,6.61
2018,на 1000 родившихся,,,,,,,6.85
2010,на 1000 родившихся,,,,,,,14.53
2011,на 1000 родившихся,,,,,,,15.97
2012,на 1000 родившихся,,,,,,,17.16
2013,на 1000 родившихся,,,,,,,9.0
2014,на 1000 родившихся,,,,,,,8.45
2015,на 1000 родившихся,,,,,,,7.57
2016,на 1000 родившихся,,,,,,,9.22
2017,на 1000 родившихся,,,,,,,7.71
2018,на 1000 родившихся,,,,,,,9.67
2010,на 1000 родившихся,,,,,,,12.59
2011,на 1000 родившихся,,,,,,,10.41
2012,на 1000 родившихся,,,,,,,8.1
2013,на 1000 родившихся,,,,,,,7.88
2014,на 1000 родившихся,,,,,,,9.87
2015,на 1000 родившихся,,,,,,,8.9
2016,на 1000 родившихся,,,,,,,7.89
2017,на 1000 родившихся,,,,,,,7.04
2018,на 1000 родившихся,,,,,,,6.62
2010,на 1000 родившихся,,,,,,,16.96
2011,на 1000 родившихся,,,,,,,17.05
2012,на 1000 родившихся,,,,,,,13.17
2013,на 1000 родившихся,,,,,,,18.37
2014,на 1000 родившихся,,,,,,,14.65
2015,на 1000 родившихся,,,,,,,15.6
2016,на 1000 родившихся,,,,,,,11.05
2017,на 1000 родившихся,,,,,,,9.42
2018,на 1000 родившихся,,,,,,,7.13
2010,на 1000 родившихся,,,,,,,15.21
2011,на 1000 родившихся,,,,,,,10.42
2012,на 1000 родившихся,,,,,,,11.81
2013,на 1000 родившихся,,,,,,,8.94
2014,на 1000 родившихся,,,,,,,8.4
2015,на 1000 родившихся,,,,,,,8.44
2016,на 1000 родившихся,,,,,,,8.19
2017,на 1000 родившихся,,,,,,,8.23
2018,на 1000 родившихся,,,,,,,7.39
2010,на 1000 родившихся,,,,,,,13.08
2011,на 1000 родившихся,,,,,,,13.3
2012,на 1000 родившихся,,,,,,,13.91
2013,на 1000 родившихся,,,,,,,11.58
2014,на 1000 родившихся,,,,,,,10.96
2015,на 1000 родившихся,,,,,,,11.89
2016,на 1000 родившихся,,,,,,,8.95
2017,на 1000 родившихся,,,,,,,9.4
2018,на 1000 родившихся,,,,,,,9.97
2010,на 1000 родившихся,,,,,,,22.87
2011,на 1000 родившихся,,,,,,,18.02
2012,на 1000 родившихся,,,,,,,17.97
2013,на 1000 родившихся,,,,,,,14.44
2014,на 1000 родившихся,,,,,,,13.8
2015,на 1000 родившихся,,,,,,,12.96
2016,на 1000 родившихся,,,,,,,12.56
2017,на 1000 родившихся,,,,,,,8.81
2018,на 1000 родившихся,,,,,,,10.5
2010,на 1000 родившихся,,,,,,,18.86
2011,на 1000 родившихся,,,,,,,18.36
2012,на 1000 родившихся,,,,,,,12.06
2013,на 1000 родившихся,,,,,,,9.11
2014,на 1000 родившихся,,,,,,,9.98
2015,на 1000 родившихся,,,,,,,7.71
2016,на 1000 родившихся,,,,,,,8.77
2017,на 1000 родившихся,,,,,,,6.06
2018,на 1000 родившихся,,,,,,,8.59
2010,на 1000 родившихся,,,,,,,21.44
2011,на 1000 родившихся,,,,,,,21.27
2012,на 1000 родившихся,,,,,,,16.49
2013,на 1000 родившихся,,,,,,,14.37
2014,на 1000 родившихся,,,,,,,13.28
2015,на 1000 родившихся,,,,,,,11.49
2016,на 1000 родившихся,,,,,,,9.08
2017,на 1000 родившихся,,,,,,,8.98
2018,на 1000 родившихся,,,,,,,8.295936931473621
2010,на 1000 родившихся,,,,,,,12.81
2011,на 1000 родившихся,,,,,,,12.09
2012,на 1000 родившихся,,,,,,,8.98
2013,на 1000 родившихся,,,,,,,8.19
2014,на 1000 родившихся,,,,,,,7.69
2015,на 1000 родившихся,,,,,,,6.7
2016,на 1000 родившихся,,,,,,,7.58
2017,на 1000 родившихся,,,,,,,8.29
2018,на 1000 родившихся,,,,,,,6.01
2010,на 1000 родившихся,,,,,,,12.61
2011,на 1000 родившихся,,,,,,,10.27
2012,на 1000 родившихся,,,,,,,11.24
2013,на 1000 родившихся,,,,,,,11.66
2014,на 1000 родившихся,,,,,,,8.0
2015,на 1000 родившихся,,,,,,,7.73
2016,на 1000 родившихся,,,,,,,5.55
2017,на 1000 родившихся,,,,,,,8.93
2018,на 1000 родившихся,,,,,,,10.38
2010,на 1000 родившихся,,,,,,,19.44
2011,на 1000 родившихся,,,,,,,17.5
2012,на 1000 родившихся,,,,,,,16.52
2013,на 1000 родившихся,,,,,,,12.91
2014,на 1000 родившихся,,,,,,,11.59
2015,на 1000 родившихся,,,,,,,10.28
2016,на 1000 родившихся,,,,,,,9.02
2017,на 1000 родившихся,,,,,,,6.05
2018,на 1000 родившихся,,,,,,,7.75
2010,на 1000 родившихся,,,,,,,11.41
2011,на 1000 родившихся,,,,,,,11.23
2012,на 1000 родившихся,,,,,,,11.51
2013,на 1000 родившихся,,,,,,,9.33
2014,на 1000 родившихся,,,,,,,6.96
2015,на 1000 родившихся,,,,,,,7.61
2016,на 1000 родившихся,,,,,,,6.75
2017,на 1000 родившихся,,,,,,,5.92
2018,на 1000 родившихся,,,,,,,6.17
2010,на 1000 родившихся,,,,,,,17.08
2011,на 1000 родившихся,,,,,,,17.05
2012,на 1000 родившихся,,,,,,,12.6
2013,на 1000 родившихся,,,,,,,10.5
2014,на 1000 родившихся,,,,,,,8.27
2015,на 1000 родившихся,,,,,,,8.99
2016,на 1000 родившихся,,,,,,,7.58
2017,на 1000 родившихся,,,,,,,6.93
2018,на 1000 родившихся,,,,,,,8.36
2010,на 1000 родившихся,,,,,,,16.43
2011,на 1000 родившихся,,,,,,,14.29
2012,на 1000 родившихся,,,,,,,13.48
2013,на 1000 родившихся,,,,,,,11.31
2014,на 1000 родившихся,,,,,,,9.53
2015,на 1000 родившихся,,,,,,,9.08
2016,на 1000 родившихся,,,,,,,8.77
2017,на 1000 родившихся,,,,,,,8.55
2018,на 1000 родившихся,,,,,,,8.21
2010,на 1000 родившихся,,,,,,,13.51
2011,на 1000 родившихся,,,,,,,13.94
2012,на 1000 родившихся,,,,,,,8.9
2013,на 1000 родившихся,,,,,,,10.03
2014,на 1000 родившихся,,,,,,,9.74
2015,на 1000 родившихся,,,,,,,7.06
2016,на 1000 родившихся,,,,,,,7.25
2017,на 1000 родившихся,,,,,,,9.74
2018,на 1000 родившихся,,,,,,,5.03
2010,на 1000 родившихся,,,,,,,16.08
2011,на 1000 родившихся,,,,,,,13.59
2012,на 1000 родившихся,,,,,,,10.49
2013,на 1000 родившихся,,,,,,,11.04
2014,на 1000 родившихся,,,,,,,8.45
2015,на 1000 родившихся,,,,,,,10.55
2016,на 1000 родившихся,,,,,,,8.57
2017,на 1000 родившихся,,,,,,,8.86
2018,на 1000 родившихся,,,,,,,7.69
2010,на 1000 родившихся,,,,,,,11.6
2011,на 1000 родившихся,,,,,,,11.49
2012,на 1000 родившихся,,,,,,,11.48
2013,на 1000 родившихся,,,,,,,9.29
2014,на 1000 родившихся,,,,,,,8.73
2015,на 1000 родившихся,,,,,,,7.97
2016,на 1000 родившихся,,,,,,,7.26
2017,на 1000 родившихся,,,,,,,8.02
2018,на 1000 родившихся,,,,,,,7.02
2010,на 1000 родившихся,,,,,,,19.07
2011,на 1000 родившихся,,,,,,,17.85
2012,на 1000 родившихся,,,,,,,14.62
2013,на 1000 родившихся,,,,,,,10.45
2014,на 1000 родившихся,,,,,,,9.83
2015,на 1000 родившихся,,,,,,,8.15
2016,на 1000 родившихся,,,,,,,8.53
2017,на 1000 родившихся,,,,,,,6.48
2018,на 1000 родившихся,,,,,,,11.85
2010,на 1000 родившихся,,,,,,,15.42
2011,на 1000 родившихся,,,,,,,13.55
2012,на 1000 родившихся,,,,,,,12.42
2013,на 1000 родившихся,,,,,,,8.59
2014,на 1000 родившихся,,,,,,,8.7
2015,на 1000 родившихся,,,,,,,7.62
2016,на 1000 родившихся,,,,,,,8.42
2017,на 1000 родившихся,,,,,,,6.14
2018,на 1000 родившихся,,,,,,,6.59
2010,на 1000 родившихся,,,,,,,16.14
2011,на 1000 родившихся,,,,,,,13.69
2012,на 1000 родившихся,,,,,,,13.9
2013,на 1000 родившихся,,,,,,,10.48
2014,на 1000 родившихся,,,,,,,7.92
2015,на 1000 родившихся,,,,,,,8.03
2016,на 1000 родившихся,,,,,,,7.29
2017,на 1000 родившихся,,,,,,,7.38
2018,на 1000 родившихся,,,,,,,7.55
2010,на 1000 родившихся,,,,,,,13.97
2011,на 1000 родившихся,,,,,,,13.07
2012,на 1000 родившихся,,,,,,,12.94
2013,на 1000 родившихся,,,,,,,11.77
2014,на 1000 родившихся,,,,,,,11.34
2015,на 1000 родившихся,,,,,,,9.37
2016,на 1000 родившихся,,,,,,,7.82
2017,на 1000 родившихся,,,,,,,6.54
2018,на 1000 родившихся,,,,,,,8.39
2010,на 1000 родившихся,,,,,,,15.07
2011,на 1000 родившихся,,,,,,,13.17
2012,на 1000 родившихся,,,,,,,15.9
2013,на 1000 родившихся,,,,,,,12.96
2014,на 1000 родившихся,,,,,,,12.48
2015,на 1000 родившихся,,,,,,,8.89
2016,на 1000 родившихся,,,,,,,9.24
2017,на 1000 родившихся,,,,,,,11.78
2018,на 1000 родившихся,,,,,,,10.76
2010,на 1000 родившихся,,,,,,,22.79
2011,на 1000 родившихся,,,,,,,20.35
2012,на 1000 родившихся,,,,,,,19.89
2013,на 1000 родившихся,,,,,,,14.61
2014,на 1000 родившихся,,,,,,,11.4
2015,на 1000 родившихся,,,,,,,8.61
2016,на 1000 родившихся,,,,,,,7.33
2017,на 1000 родившихся,,,,,,,8.43
2018,на 1000 родившихся,,,,,,,7.76
2010,на 1000 родившихся,,,,,,,18.34
2011,на 1000 родившихся,,,,,,,16.21
2012,на 1000 родившихся,,,,,,,13.69
2013,на 1000 родившихся,,,,,,,10.01
2014,на 1000 родившихся,,,,,,,8.33
2015,на 1000 родившихся,,,,,,,10.43
2016,на 1000 родившихся,,,,,,,10.05
2017,на 1000 родившихся,,,,,,,9.1
2018,на 1000 родившихся,,,,,,,10.86
2010,на 1000 родившихся,,,,,,,18.41
2011,на 1000 родившихся,,,,,,,13.86
2012,на 1000 родившихся,,,,,,,14.24
2013,на 1000 родившихся,,,,,,,12.74
2014,на 1000 родившихся,,,,,,,10.13
2015,на 1000 родившихся,,,,,,,10.89
2016,на 1000 родившихся,,,,,,,10.78
2017,на 1000 родившихся,,,,,,,9.71
2018,на 1000 родившихся,,,,,,,8.769951639980956
2010,на 1000 родившихся,,,,,,,12.85
2011,на 1000 родившихся,,,,,,,16.11
2012,на 1000 родившихся,,,,,,,9.28
2013,на 1000 родившихся,,,,,,,9.89
2014,на 1000 родившихся,,,,,,,9.82
2015,на 1000 родившихся,,,,,,,7.51
2016,на 1000 родившихся,,,,,,,8.92
2017,на 1000 родившихся,,,,,,,6.24
2018,на 1000 родившихся,,,,,,,4.48
2010,на 1000 родившихся,,,,,,,14.75
2011,на 1000 родившихся,,,,,,,13.32
2012,на 1000 родившихся,,,,,,,10.81
2013,на 1000 родившихся,,,,,,,10.15
2014,на 1000 родившихся,,,,,,,9.17
2015,на 1000 родившихся,,,,,,,7.96
2016,на 1000 родившихся,,,,,,,8.6
2017,на 1000 родившихся,,,,,,,9.1
2018,на 1000 родившихся,,,,,,,11.2
2010,на 1000 родившихся,,,,,,,20.51
2011,на 1000 родившихся,,,,,,,18.54
2012,на 1000 родившихся,,,,,,,15.6
2013,на 1000 родившихся,,,,,,,14.36
2014,на 1000 родившихся,,,,,,,10.52
2015,на 1000 родившихся,,,,,,,8.86
2016,на 1000 родившихся,,,,,,,10.39
2017,на 1000 родившихся,,,,,,,9.45
2018,на 1000 родившихся,,,,,,,8.39
2010,на 1000 родившихся,,,,,,,18.51
2011,на 1000 родившихся,,,,,,,16.68
2012,на 1000 родившихся,,,,,,,15.14
2013,на 1000 родившихся,,,,,,,12.66
2014,на 1000 родившихся,,,,,,,10.82
2015,на 1000 родившихся,,,,,,,10.46
2016,на 1000 родившихся,,,,,,,9.5
2017,на 1000 родившихся,,,,,,,8.73870089621869
2018,на 1000 родившихся,,,,,,,9.25
2010,на 1000 родившихся,,,,,,,16.4
2011,на 1000 родившихся,,,,,,,18.08
2012,на 1000 родившихся,,,,,,,11.68
2013,на 1000 родившихся,,,,,,,14.0
2014,на 1000 родившихся,,,,,,,10.67
2015,на 1000 родившихся,,,,,,,8.11
2016,на 1000 родившихся,,,,,,,7.11
2017,на 1000 родившихся,,,,,,,8.449345440300299
2018,на 1000 родившихся,,,,,,,5.64
2010,на 1000 родившихся,,,,,,,19.72
2011,на 1000 родившихся,,,,,,,14.91
2012,на 1000 родившихся,,,,,,,13.91
2013,на 1000 родившихся,,,,,,,13.13
2014,на 1000 родившихся,,,,,,,10.11
2015,на 1000 родившихся,,,,,,,10.7
2016,на 1000 родившихся,,,,,,,9.89
2017,на 1000 родившихся,,,,,,,6.445571227933424
2018,на 1000 родившихся,,,,,,,9.86
2010,на 1000 родившихся,,,,,,,13.76
2011,на 1000 родившихся,,,,,,,13.96
2012,на 1000 родившихся,,,,,,,14.07
2013,на 1000 родившихся,,,,,,,11.14
2014,на 1000 родившихся,,,,,,,9.12
2015,на 1000 родившихся,,,,,,,9.47
2016,на 1000 родившихся,,,,,,,8.33
2017,на 1000 родившихся,,,,,,,8.660066213897121
2018,на 1000 родившихся,,,,,,,7.94
2010,на 1000 родившихся,,,,,,,17.97
2011,на 1000 родившихся,,,,,,,18.31
2012,на 1000 родившихся,,,,,,,16.2
2013,на 1000 родившихся,,,,,,,10.0
2014,на 1000 родившихся,,,,,,,9.48
2015,на 1000 родившихся,,,,,,,7.68
2016,на 1000 родившихся,,,,,,,8.49
2017,на 1000 родившихся,,,,,,,7.520488694832215
2018,на 1000 родившихся,,,,,,,12.44
2010,на 1000 родившихся,,,,,,,14.32
2011,на 1000 родившихся,,,,,,,12.68
2012,на 1000 родившихся,,,,,,,12.67
2013,на 1000 родившихся,,,,,,,10.37
2014,на 1000 родившихся,,,,,,,10.42
2015,на 1000 родившихся,,,,,,,8.06
2016,на 1000 родившихся,,,,,,,9.44
2017,на 1000 родившихся,,,,,,,7.0593142199405845
2018,на 1000 родившихся,,,,,,,8.51
2010,на 1000 родившихся,,,,,,,18.91
2011,на 1000 родившихся,,,,,,,15.98
2012,на 1000 родившихся,,,,,,,15.62
2013,на 1000 родившихся,,,,,,,13.93
2014,на 1000 родившихся,,,,,,,11.27
2015,на 1000 родившихся,,,,,,,12.3
2016,на 1000 родившихся,,,,,,,10.13
2017,на 1000 родившихся,,,,,,,9.864226732220246
2018,на 1000 родившихся,,,,,,,8.5
2010,на 1000 родившихся,,,,,,,16.87
2011,на 1000 родившихся,,,,,,,12.59
2012,на 1000 родившихся,,,,,,,13.35
2013,на 1000 родившихся,,,,,,,10.35
2014,на 1000 родившихся,,,,,,,10.87
2015,на 1000 родившихся,,,,,,,10.38
2016,на 1000 родившихся,,,,,,,9.42
2017,на 1000 родившихся,,,,,,,9.142542224855244
2018,на 1000 родившихся,,,,,,,9.13
2010,на 1000 родившихся,,,,,,,17.27
2011,на 1000 родившихся,,,,,,,15.38
2012,на 1000 родившихся,,,,,,,17.53
2013,на 1000 родившихся,,,,,,,14.06
2014,на 1000 родившихся,,,,,,,12.51
2015,на 1000 родившихся,,,,,,,11.54
2016,на 1000 родившихся,,,,,,,8.89
2017,на 1000 родившихся,,,,,,,12.37072617763932
2018,на 1000 родившихся,,,,,,,12.55
2010,на 1000 родившихся,,,,,,,24.61
2011,на 1000 родившихся,,,,,,,22.26
2012,на 1000 родившихся,,,,,,,21.48
2013,на 1000 родившихся,,,,,,,14.91
2014,на 1000 родившихся,,,,,,,13.26
2015,на 1000 родившихся,,,,,,,11.61
2016,на 1000 родившихся,,,,,,,10.31
2017,на 1000 родившихся,,,,,,,9.015954703810236
2018,на 1000 родившихся,,,,,,,10.71
2010,на 1000 родившихся,,,,,,,18.04
2011,на 1000 родившихся,,,,,,,18.1
2012,на 1000 родившихся,,,,,,,13.33
2013,на 1000 родившихся,,,,,,,10.31
2014,на 1000 родившихся,,,,,,,10.6
2015,на 1000 родившихся,,,,,,,11.02
2016,на 1000 родившихся,,,,,,,10.49
2017,на 1000 родившихся,,,,,,,9.012531131841401
2018,на 1000 родившихся,,,,,,,10.21
2010,на 1000 родившихся,,,,,,,21.82
2011,на 1000 родившихся,,,,,,,18.61
2012,на 1000 родившихся,,,,,,,16.95
2013,на 1000 родившихся,,,,,,,14.83
2014,на 1000 родившихся,,,,,,,13.04
2015,на 1000 родившихся,,,,,,,12.56
2016,на 1000 родившихся,,,,,,,11.42
2017,на 1000 родившихся,,,,,,,10.29754574710207
2018,на 1000 родившихся,,,,,,,9.859020765860164
2010,на 1000 родившихся,,,,,,,14.43
2011,на 1000 родившихся,,,,,,,13.82
2012,на 1000 родившихся,,,,,,,10.27
2013,на 1000 родившихся,,,,,,,10.15
2014,на 1000 родившихся,,,,,,,8.48
2015,на 1000 родившихся,,,,,,,7.5
2016,на 1000 родившихся,,,,,,,8.71
2017,на 1000 родившихся,,,,,,,8.894986093582583
2018,на 1000 родившихся,,,,,,,6.09
2010,на 1000 родившихся,,,,,,,15.65
2011,на 1000 родившихся,,,,,,,14.48
2012,на 1000 родившихся,,,,,,,12.32
2013,на 1000 родившихся,,,,,,,11.21
2014,на 1000 родившихся,,,,,,,9.71
2015,на 1000 родившихся,,,,,,,7.77
2016,на 1000 родившихся,,,,,,,8.3
2017,на 1000 родившихся,,,,,,,8.755653115023291
2018,на 1000 родившихся,,,,,,,14.01
2010,на 1000 родившихся,,,,,,,22.03
2011,на 1000 родившихся,,,,,,,20.95
2012,на 1000 родившихся,,,,,,,17.31
2013,на 1000 родившихся,,,,,,,15.29
2014,на 1000 родившихся,,,,,,,11.74
2015,на 1000 родившихся,,,,,,,11.02
2016,на 1000 родившихся,,,,,,,10.15
2017,на 1000 родившихся,,,,,,,8.001152802922983
2018,на 1000 родившихся,,,,,,,8.44
2010,на 1000 родившихся,,,,,,,13.21
2011,на 1000 родившихся,,,,,,,11.94
2012,на 1000 родившихся,,,,,,,13.17
2013,на 1000 родившихся,,,,,,,9.89
2014,на 1000 родившихся,,,,,,,7.93
2015,на 1000 родившихся,,,,,,,8.49
2016,на 1000 родившихся,,,,,,,6.99
2017,на 1000 родившихся,,,,,,,6.411370931534072
2018,на 1000 родившихся,,,,,,,7.7
2010,на 1000 родившихся,,,,,,,19.87
2011,на 1000 родившихся,,,,,,,18.55
2012,на 1000 родившихся,,,,,,,13.7
2013,на 1000 родившихся,,,,,,,12.34
2014,на 1000 родившихся,,,,,,,9.18
2015,на 1000 родившихся,,,,,,,9.68
2016,на 1000 родившихся,,,,,,,8.7
2017,на 1000 родившихся,,,,,,,7.3953543075996935
2018,на 1000 родившихся,,,,,,,9.34
2010,на 1000 родившихся,,,,,,,18.82
2011,на 1000 родившихся,,,,,,,17.46
2012,на 1000 родившихся,,,,,,,15.14
2013,на 1000 родившихся,,,,,,,12.51
2014,на 1000 родившихся,,,,,,,10.98
2015,на 1000 родившихся,,,,,,,10.63
2016,на 1000 родившихся,,,,,,,9.48
2017,на 1000 родившихся,,,,,,,7.959538996414516
2018,на 1000 родившихся,,,,,,,9.2
2010,на 1000 родившихся,,,,,,,17.22
2011,на 1000 родившихся,,,,,,,19.93
2012,на 1000 родившихся,,,,,,,13.73
2013,на 1000 родившихся,,,,,,,14.38
2014,на 1000 родившихся,,,,,,,10.37
2015,на 1000 родившихся,,,,,,,8.87
2016,на 1000 родившихся,,,,,,,7.48
2017,на 1000 родившихся,,,,,,,4.94869647002878
2018,на 1000 родившихся,,,,,,,6.24
2010,на 1000 родившихся,,,,,,,20.5
2011,на 1000 родившихся,,,,,,,14.21
2012,на 1000 родившихся,,,,,,,16.1
2013,на 1000 родившихся,,,,,,,12.73
2014,на 1000 родившихся,,,,,,,10.77
2015,на 1000 родившихся,,,,,,,9.59
2016,на 1000 родившихся,,,,,,,10.42
2017,на 1000 родившихся,,,,,,,5.3209848186265685
2018,на 1000 родившихся,,,,,,,10.76
2010,на 1000 родившихся,,,,,,,19.13
2011,на 1000 родившихся,,,,,,,16.6
2012,на 1000 родившихся,,,,,,,13.65
2013,на 1000 родившихся,,,,,,,12.06
2014,на 1000 родившихся,,,,,,,7.19
2015,на 1000 родившихся,,,,,,,9.6
2016,на 1000 родившихся,,,,,,,10.07
2017,на 1000 родившихся,,,,,,,7.636106873335169
2018,на 1000 родившихся,,,,,,,7.48
2010,на 1000 родившихся,,,,,,,15.2
2011,на 1000 родившихся,,,,,,,18.67
2012,на 1000 родившихся,,,,,,,18.54
2013,на 1000 родившихся,,,,,,,9.73
2014,на 1000 родившихся,,,,,,,8.73
2015,на 1000 родившихся,,,,,,,8.69
2016,на 1000 родившихся,,,,,,,8.17
2017,на 1000 родившихся,,,,,,,7.821985616886148
2018,на 1000 родившихся,,,,,,,9.99
2010,на 1000 родившихся,,,,,,,10.2
2011,на 1000 родившихся,,,,,,,9.88
2012,на 1000 родившихся,,,,,,,10.53
2013,на 1000 родившихся,,,,,,,9.49
2014,на 1000 родившихся,,,,,,,9.85
2015,на 1000 родившихся,,,,,,,8.1
2016,на 1000 родившихся,,,,,,,9.36
2017,на 1000 родившихся,,,,,,,6.557367109279236
2018,на 1000 родившихся,,,,,,,8.79
2010,на 1000 родившихся,,,,,,,18.42
2011,на 1000 родившихся,,,,,,,19.2
2012,на 1000 родившихся,,,,,,,14.47
2013,на 1000 родившихся,,,,,,,17.85
2014,на 1000 родившихся,,,,,,,15.76
2015,на 1000 родившихся,,,,,,,17.57
2016,на 1000 родившихся,,,,,,,13.46
2017,на 1000 родившихся,,,,,,,11.813273841091794
2018,на 1000 родившихся,,,,,,,8.88
2010,на 1000 родившихся,,,,,,,18.06
2011,на 1000 родившихся,,,,,,,12.41
2012,на 1000 родившихся,,,,,,,13.36
2013,на 1000 родившихся,,,,,,,8.85
2014,на 1000 родившихся,,,,,,,10.03
2015,на 1000 родившихся,,,,,,,10.19
2016,на 1000 родившихся,,,,,,,9.44
2017,на 1000 родившихся,,,,,,,9.649653164641627
2018,на 1000 родившихся,,,,,,,9.0
2010,на 1000 родившихся,,,,,,,14.5
2011,на 1000 родившихся,,,,,,,15.95
2012,на 1000 родившихся,,,,,,,16.56
2013,на 1000 родившихся,,,,,,,14.72
2014,на 1000 родившихся,,,,,,,11.52
2015,на 1000 родившихся,,,,,,,13.13
2016,на 1000 родившихся,,,,,,,8.28
2017,на 1000 родившихся,,,,,,,10.019890490771251
2018,на 1000 родившихся,,,,,,,12.48
2010,на 1000 родившихся,,,,,,,25.78
2011,на 1000 родившихся,,,,,,,19.35
2012,на 1000 родившихся,,,,,,,20.86
2013,на 1000 родившихся,,,,,,,13.91
2014,на 1000 родившихся,,,,,,,14.89
2015,на 1000 родившихся,,,,,,,15.17
2016,на 1000 родившихся,,,,,,,14.01
2017,на 1000 родившихся,,,,,,,8.946338420075882
2018,на 1000 родившихся,,,,,,,12.65
2010,на 1000 родившихся,,,,,,,18.72
2011,на 1000 родившихся,,,,,,,20.01
2012,на 1000 родившихся,,,,,,,11.91
2013,на 1000 родившихся,,,,,,,9.37
2014,на 1000 родившихся,,,,,,,11.95
2015,на 1000 родившихся,,,,,,,8.13
2016,на 1000 родившихся,,,,,,,10.57
2017,на 1000 родившихся,,,,,,,7.089785555340868
2018,на 1000 родившихся,,,,,,,8.74
2010,на 1000 родившихся,,,,,,,24.26
2011,на 1000 родившихся,,,,,,,23.96
2012,на 1000 родившихся,,,,,,,19.05
2013,на 1000 родившихся,,,,,,,15.79
2014,на 1000 родившихся,,,,,,,15.09
2015,на 1000 родившихся,,,,,,,12.75
2016,на 1000 родившихся,,,,,,,10.54
2017,на 1000 родившихся,,,,,,,9.197150245515862
2018,на 1000 родившихся,,,,,,,9.731449424534484
2010,на 1000 родившихся,,,,,,,13.7
2011,на 1000 родившихся,,,,,,,13.65
2012,на 1000 родившихся,,,,,,,10.62
2013,на 1000 родившихся,,,,,,,8.88
2014,на 1000 родившихся,,,,,,,7.15
2015,на 1000 родившихся,,,,,,,6.98
2016,на 1000 родившихся,,,,,,,7.59
2017,на 1000 родившихся,,,,,,,9.712967625639092
2018,на 1000 родившихся,,,,,,,6.58
2010,на 1000 родившихся,,,,,,,14.22
2011,на 1000 родившихся,,,,,,,13.61
2012,на 1000 родившихся,,,,,,,10.71
2013,на 1000 родившихся,,,,,,,14.41
2014,на 1000 родившихся,,,,,,,8.33
2015,на 1000 родившихся,,,,,,,7.92
2016,на 1000 родившихся,,,,,,,5.14
2017,на 1000 родившихся,,,,,,,6.686714120766879
2018,на 1000 родившихся,,,,,,,12.55
2010,на 1000 родившихся,,,,,,,20.81
2011,на 1000 родившихся,,,,,,,20.17
2012,на 1000 родившихся,,,,,,,17.48
2013,на 1000 родившихся,,,,,,,14.51
2014,на 1000 родившихся,,,,,,,12.5
2015,на 1000 родившихся,,,,,,,11.15
2016,на 1000 родившихся,,,,,,,9.86
2017,на 1000 родившихся,,,,,,,6.946514907332796
2018,на 1000 родившихся,,,,,,,8.75
2010,на 1000 родившихся,,,,,,,13.21
2011,на 1000 родившихся,,,,,,,11.94
2012,на 1000 родившихся,,,,,,,13.17
2013,на 1000 родившихся,,,,,,,9.89
2014,на 1000 родившихся,,,,,,,7.93
2015,на 1000 родившихся,,,,,,,8.49
2016,на 1000 родившихся,,,,,,,6.99
2017,на 1000 родившихся,,,,,,,6.411370931534072
2018,на 1000 родившихся,,,,,,,7.7
2010,на 1000 родившихся,,,,,,,19.87
2011,на 1000 родившихся,,,,,,,18.55
2012,на 1000 родившихся,,,,,,,13.7
2013,на 1000 родившихся,,,,,,,12.34
2014,на 1000 родившихся,,,,,,,9.18
2015,на 1000 родившихся,,,,,,,9.68
2016,на 1000 родившихся,,,,,,,8.7
2017,на 1000 родившихся,,,,,,,7.3953543075996935
2018,на 1000 родившихся,,,,,,,9.34
2010,на 1000 родившихся,,,,,,,18.18
2011,на 1000 родившихся,,,,,,,15.79
2012,на 1000 родившихся,,,,,,,15.12
2013,на 1000 родившихся,,,,,,,12.84
2014,на 1000 родившихся,,,,,,,10.6
2015,на 1000 родившихся,,,,,,,10.22
2016,на 1000 родившихся,,,,,,,9.53
2017,на 1000 родившихся,,,,,,,9.808838016199768
2018,на 1000 родившихся,,,,,,,9.31
2010,на 1000 родившихся,,,,,,,15.47
2011,на 1000 родившихся,,,,,,,15.96
2012,на 1000 родившихся,,,,,,,9.51
2013,на 1000 родившихся,,,,,,,13.55
2014,на 1000 родившихся,,,,,,,10.99
2015,на 1000 родившихся,,,,,,,7.22
2016,на 1000 родившихся,,,,,,,6.69
2017,на 1000 родившихся,,,,,,,12.514459146752296
2018,на 1000 родившихся,,,,,,,4.98
2010,на 1000 родившихся,,,,,,,18.49
2011,на 1000 родившихся,,,,,,,16.26
2012,на 1000 родившихся,,,,,,,9.9
2013,на 1000 родившихся,,,,,,,13.86
2014,на 1000 родившихся,,,,,,,8.87
2015,на 1000 родившихся,,,,,,,12.89
